c,network_id,pair_id,Location,Site,Management,Treatment,total_flux,S_full,S_het,S_Ftot,dominant_real_eigenvalue,reactivity
0.02,Yo_S2_Ex_D_d0,Yo_S2_Ex,Yo,S2,Ex,D,411.890206293675,33.99498411825715,-109.87443067247362,144.49816378215385,-8.623314338158556e-05,0.10381901993075715
0.02,Yo_S2_In_C_d0,Yo_S2_In,Yo,S2,In,C,410.3255703293967,22.688543768224704,-118.17668479860352,144.40682204550134,-5.8864074576769365e-05,0.10933492519364742
0.02,Yo_S2_In_D_d0,Yo_S2_In,Yo,S2,In,D,251.354996602394,27.173968989735574,-104.07889693457578,132.64479045608726,-7.555810596374244e-05,0.11464546480287005
0.02,Yo_S3_Ex_C_d0,Yo_S3_Ex,Yo,S3,Ex,C,521.9656781660245,,-119.54634738285611,150.1824440419481,-2.8644015742693836e-05,0.06464590513214685
0.02,Yo_S3_Ex_D_d0,Yo_S3_Ex,Yo,S3,Ex,D,830.0763342312338,55.655125481913444,-102.74127251507423,161.31642397236126,-0.00011709335378417205,0.07715105740511242
0.02,Yo_S3_In_D_d0,Yo_S3_In,Yo,S3,In,D,405.2472355527343,32.47226030997872,-108.32429508475067,144.10793613618372,-0.00015661395622881027,0.09670068591694256
0.02,Yo_S4_Ex_C_d0,Yo_S4_Ex,Yo,S4,Ex,C,681.0301218499319,43.296086043423664,-111.04475356237609,156.56655688710475,-9.112937263572168e-05,0.09816217522140554
0.02,Yo_S4_Ex_D_d0,Yo_S4_Ex,Yo,S4,Ex,D,525.8814781612233,36.24533496474445,-109.23511433935407,150.36182065579555,-8.734961457143729e-05,0.07302018866971463
0.02,Yo_S4_In_C_d0,Yo_S4_In,Yo,S4,In,C,904.5954226893457,43.44946416396708,-119.20434115364006,163.37970712782317,-0.0001274159696581162,0.13184345010053905
0.02,Yo_S4_In_D_d0,Yo_S4_In,Yo,S4,In,D,502.5869686355835,33.483329569750055,-111.69835320848729,149.27444872487098,-0.0001631416539757819,0.10470923182358238
0.02,Yo_S5_Ex_C_d0,Yo_S5_Ex,Yo,S5,Ex,C,1408.1662760197516,49.90678598958074,-120.25413189380103,174.0010469642279,-7.045465473703049e-05,0.15670492611349252
0.02,Yo_S5_Ex_D_d0,Yo_S5_Ex,Yo,S5,Ex,D,870.3687385489828,52.159792686352816,-107.37580072074766,162.45400702242114,-1.8488204033085464e-05,0.1489738946667764
0.02,Yo_S5_In_C_d0,Yo_S5_In,Yo,S5,In,C,841.603946788236,41.41535996216933,-111.79253354532887,161.64742875833412,-0.0001239150419043248,0.09165154077912285
0.02,Yo_S5_In_D_d0,Yo_S5_In,Yo,S5,In,D,894.7488996086585,52.55998518824828,-107.66865705177199,163.11703487554365,-0.00019679874940671337,0.10554147567076497
0.03,De_S1_Ex_C_d0,De_S1_Ex,De,S1,Ex,C,563.9668912145866,46.65923037493928,-98.4664807505294,152.03989311011287,-8.920240678407724e-05,0.07787755917184444
0.03,De_S1_Ex_D_d0,De_S1_Ex,De,S1,Ex,D,429.802267191864,44.99461103088427,-97.0459248625395,145.51980622049282,-0.00017028390825102105,0.06421112560764525
0.03,De_S1_In_C_d0,De_S1_In,De,S1,In,C,761.5934081284634,37.959366838622515,-118.60828327801511,159.24990787550854,-6.91413681688417e-05,0.09069638699444511
0.03,De_S1_In_D_d0,De_S1_In,De,S1,In,D,1246.3897146539632,47.87385634542835,-122.75432563002391,171.07215415295337,-0.00017624696711197855,0.0827261053305692
0.03,De_S2_Ex_C_d0,De_S2_Ex,De,S2,Ex,C,1580.6839250557261,55.38552740775252,-120.73203818547984,176.77470951172214,-0.00011617025732781878,0.06584275978944105
0.03,De_S2_Ex_D_d0,De_S2_Ex,De,S2,Ex,D,933.4244087634389,60.209395683063796,-103.82018555693178,164.132639605259,-0.00011737454146922214,0.07254449802527742
0.03,De_S2_In_C_d0,De_S2_In,De,S2,In,C,907.0387496541014,45.21501636826426,-117.75013519092617,163.44444413003234,-4.608141808920265e-05,0.06306299341238966
0.03,De_S2_In_D_d0,De_S2_In,De,S2,In,D,837.937832960796,41.62125222978986,-117.66870545253146,161.54265390526214,-4.705182223223893e-05,0.07317481686870501
0.03,De_S3_Ex_C_d0,De_S3_Ex,De,S3,Ex,C,1670.9289756337469,47.06527410862661,-126.61494773195798,178.10724056599202,-9.219425945820753e-05,0.059690835221228755
0.03,De_S3_Ex_D_d0,De_S3_Ex,De,S3,Ex,D,1061.1647703765302,49.536878894400985,-113.86137884346545,167.21093817122937,-0.0003088574852390925,0.060871217578013025
0.03,De_S3_In_C_d0,De_S3_In,De,S3,In,C,1522.105726002697,44.750614794614094,-124.78759786130031,175.868400028517,-2.2883417137034866e-05,0.09465208807355437
0.03,De_S3_In_D_d0,De_S3_In,De,S3,In,D,3075.022033338536,45.013522937457964,-133.02236082733262,192.74561629267902,-2.1769345486244174e-05,0.0807702638107349
0.03,De_S4_Ex_C_d0,De_S4_Ex,De,S4,Ex,C,1147.747436197822,47.6827313558352,-120.18737129075404,169.09335718471755,-0.00011499491231825925,0.057318106833550715
0.03,De_S4_Ex_D_d0,De_S4_Ex,De,S4,Ex,D,1564.910103666749,65.74701042463624,-106.70462039288002,176.53400782987023,-0.0006460466325292806,0.05321859909560437
0.03,De_S4_In_C_d0,De_S4_In,De,S4,In,C,1112.6906406184382,42.85705817172601,-130.5308672688101,168.34887268111672,-2.395971010979013e-05,0.06499035699290262
0.03,De_S4_In_D_d0,De_S4_In,De,S4,In,D,1309.9166122001498,53.24607703576453,-116.55115644699434,172.26525022464236,-1.845264897228873e-05,0.08008831266086555
0.03,De_S5_Ex_C_d0,De_S5_Ex,De,S5,Ex,C,1189.0901611359166,44.53163705802759,-125.89445195333788,169.9426493567636,-7.144733179861724e-05,0.06718593367068197
0.03,De_S5_Ex_D_d0,De_S5_Ex,De,S5,Ex,D,871.6035860624024,50.73266321561344,-109.35587444579801,162.48803321774875,-0.00011872004278757715,0.06740676272523075
0.03,De_S5_In_C_d0,De_S5_In,De,S5,In,C,517.8885194507178,17.791309751815533,-127.29745902737045,149.99424013637162,-5.231842151428768e-05,0.0466273760671146
0.03,De_S5_In_D_d0,De_S5_In,De,S5,In,D,844.6258524674303,46.593747791198126,-114.10586205577385,161.73345002776637,-8.637586726452698e-05,0.08135984803399977
0.03,Sc_S1_Ex_C_d0,Sc_S1_Ex,Sc,S1,Ex,C,491.7388184328422,16.1567791290318,-128.90909442641285,148.75074524865866,-6.998634087521005e-05,0.06624250935704956
0.03,Sc_S1_Ex_D_d0,Sc_S1_Ex,Sc,S1,Ex,D,298.936276633775,6.446110726092943,-123.16678992103303,136.805530297221,-5.980275092611996e-05,0.04848494787041145
0.03,Sc_S1_In_C_d0,Sc_S1_In,Sc,S1,In,C,500.0265951111956,28.926969288774135,-117.94090375011265,149.1518708935208,-2.1246779107265315e-05,0.0748306853671878
0.03,Sc_S1_In_D_d0,Sc_S1_In,Sc,S1,In,D,540.5457742901124,27.001090834137777,-120.07572547038228,151.02190373476168,-6.302480589235357e-08,0.06513381296116369
0.03,Sc_S2_Ex_C_d0,Sc_S2_Ex,Sc,S2,Ex,C,355.60766782478703,10.316525509557167,-126.276488435948,140.97187359525842,-9.194235162331396e-05,0.030262872264059017
0.03,Sc_S2_Ex_D_d0,Sc_S2_Ex,Sc,S2,Ex,D,179.85610690120748,6.39656468979009,-115.82994208044434,124.61177100216861,-5.0100257900985254e-05,0.05488359293490072
0.03,Sc_S2_In_C_d0,Sc_S2_In,Sc,S2,In,C,366.58224592258114,19.864819324876592,-119.76997655696022,141.70134972519512,-2.122078288089438e-05,0.05195791114818217
0.03,Sc_S2_In_D_d0,Sc_S2_In,Sc,S2,In,D,218.4176925352648,2.7529557078329425,-118.77550665761058,129.27382200879572,-0.00010772226506764176,0.05082842508241767
0.03,Sc_S3_Ex_C_d0,Sc_S3_Ex,Sc,S3,Ex,C,418.22346906617804,20.577497413131248,-120.81567922757154,144.86438171183835,-0.00011239475604328097,0.060712305939530926
0.03,Sc_S3_Ex_D_d0,Sc_S3_Ex,Sc,S3,Ex,D,144.23544256441818,12.113403633892364,-103.81804823893006,119.31472757275233,-6.604363123311377e-05,0.05151997745763185
0.03,Sc_S3_In_C_d0,Sc_S3_In,Sc,S3,In,C,936.9014071736616,21.08635096499666,-145.81574413288186,164.22187331765997,-3.578950792512059e-05,0.07646989932108691
0.03,Sc_S3_In_D_d0,Sc_S3_In,Sc,S3,In,D,1040.3924011853956,35.177781366728915,-124.8061511928416,166.73647751530683,-0.00014445038735928453,0.06671087800216675
0.03,Sc_S4_Ex_C_d0,Sc_S4_Ex,Sc,S4,Ex,C,189.2354541898998,15.277265416224921,-112.44036848529898,125.83180869774012,-1.673993035768293e-05,0.0581979602628039
0.03,Sc_S4_Ex_D_d0,Sc_S4_Ex,Sc,S4,Ex,D,308.453357825926,35.47960480177995,-99.80850263033884,137.55769540136558,-9.712804299552085e-05,0.06181505314781471
0.03,Sc_S4_In_C_d0,Sc_S4_In,Sc,S4,In,C,700.6427741265004,19.51769693878334,-132.4839067018991,157.24795589911363,-2.3143706036982868e-05,0.03977591194216855
0.03,Sc_S4_In_D_d0,Sc_S4_In,Sc,S4,In,D,310.8651669244935,17.035487699931565,-116.00423588136046,137.74462251129694,-0.00010759955554719161,0.03985763968438584
0.03,Sc_S5_Ex_C_d0,Sc_S5_Ex,Sc,S5,Ex,C,345.30443637023535,10.330074545617244,-123.55514305856019,140.26623485245227,-9.379810028219768e-05,0.08434595205159165
0.03,Sc_S5_Ex_D_d0,Sc_S5_Ex,Sc,S5,Ex,D,403.8625965585586,13.911367792794916,-130.2280386173858,144.02579310199553,-4.003141548417427e-05,0.07604048338097959
0.03,Sc_S5_In_C_d0,Sc_S5_In,Sc,S5,In,C,1962.9278136573012,38.06350199651696,-136.21968542208003,181.97261808286936,-4.6920437337198145e-05,0.07002789587494024
0.03,Sc_S5_In_D_d0,Sc_S5_In,Sc,S5,In,D,973.1156728921432,48.50550523932757,-114.01799524969576,165.13207098829804,-0.00011788540525073785,0.06515263537955213
0.03,Yo_S1_Ex_C_d0,Yo_S1_Ex,Yo,S1,Ex,C,659.971395287015,32.350823533519446,-120.33367475916792,155.81271584656864,-5.61102563195817e-05,0.057859746256529995
0.03,Yo_S1_Ex_D_d0,Yo_S1_Ex,Yo,S1,Ex,D,619.4801666334523,40.15742546311432,,,-0.00010583787454762831,0.05478258042899327
0.03,Yo_S1_In_C_d0,Yo_S1_In,Yo,S1,In,C,405.7777567390513,27.540037600037586,-112.08323647295396,144.13933470073766,-5.786689168626244e-05,0.05577273650500137
0.03,Yo_S1_In_D_d0,Yo_S1_In,Yo,S1,In,D,689.6059695400894,43.52546542194977,-113.28678832017081,156.86688902010403,-0.00013194003894655455,0.06436171232405798
0.03,Yo_S2_Ex_C_d0,Yo_S2_Ex,Yo,S2,Ex,C,530.097863273038,24.950969392448787,-115.31132634747297,150.55347929246062,-7.40802063661108e-05,0.09956663516133081
0.03,Yo_S2_Ex_D_d0,Yo_S2_Ex,Yo,S2,Ex,D,437.870299365119,34.65623520755918,-107.89797174132215,145.966145912478,-0.00012934581716622523,0.08638909903576274
0.03,Yo_S2_In_C_d0,Yo_S2_In,Yo,S2,In,C,436.35896605945766,24.09259399175279,-117.3055605110702,145.88316531023827,-8.483512375727172e-05,0.09437648404256563
0.03,Yo_S2_In_D_d0,Yo_S2_In,Yo,S2,In,D,262.7077623157645,27.793600153354447,-104.51562836788148,133.70501386725005,-0.00010606862895510546,0.09910474076928615
0.03,Yo_S3_Ex_C_d0,Yo_S3_Ex,Yo,S3,Ex,C,569.8808759240669,,-121.35142070954964,152.2902563851278,-4.0426703214531835e-05,0.048918059183501734
0.03,Yo_S3_Ex_D_d0,Yo_S3_Ex,Yo,S3,Ex,D,914.0487590404314,57.069510982763134,-104.74178201814406,163.62921400566302,-0.0001756346554354493,0.05929767667210572
0.03,Yo_S3_In_D_d0,Yo_S3_In,Yo,S3,In,D,429.7204014260982,33.18583544728382,-108.46079971030643,145.51523443092623,-0.0002100741116239244,0.07897388303328089
0.03,Yo_S4_Ex_C_d0,Yo_S4_Ex,Yo,S4,Ex,C,740.8532055549631,44.38040626807201,-111.87915936271615,158.58726006015291,-0.0001330247810242898,0.0796103273829874
0.03,Yo_S4_Ex_D_d0,Yo_S4_Ex,Yo,S4,Ex,D,567.2947765112208,36.753977555844926,-114.73033480063992,152.18109735983128,-0.00013102138123083202,0.055259310061827716
0.03,Yo_S4_In_C_d0,Yo_S4_In,Yo,S4,In,C,1019.0841197697459,46.39590588843413,-117.68681374681296,166.23982994665664,-0.00018823943374636422,0.12476695299855534
0.03,Yo_S4_In_D_d0,Yo_S4_In,Yo,S4,In,D,550.1182224830407,33.93739890504836,-112.72472829716088,151.44319692233393,-0.00022803261096645104,0.08844884043042159
0.03,Yo_S5_Ex_C_d0,Yo_S5_Ex,Yo,S5,Ex,C,1611.3447793672192,52.256916515026575,-123.35120286974771,177.23578502460308,-0.00010567958544243096,0.15740897146868477
0.03,Yo_S5_Ex_D_d0,Yo_S5_Ex,Yo,S5,Ex,D,1004.964789458821,54.616608267299085,-107.8271996990584,165.9049868283616,-2.773164033942945e-05,0.1452525332660802
0.03,Yo_S5_In_C_d0,Yo_S5_In,Yo,S5,In,C,937.9233402345923,42.2789276600855,-117.15630379664846,164.24803725210268,-0.00018584756028781915,0.07444449778855243
0.03,Yo_S5_In_D_d0,Yo_S5_In,Yo,S5,In,D,995.0144128953324,54.18425774541429,-108.6217764129016,165.66617333701495,-0.0002733080208857607,0.0900651984503807
0.05,De_S1_Ex_C_d0,De_S1_Ex,De,S1,Ex,C,636.6847405233109,47.762107646208165,-103.76746398102703,154.95059088542726,-0.00013867677465615732,0.05415933112323863
0.05,De_S1_Ex_D_d0,De_S1_Ex,De,S1,Ex,D,468.23573533587154,46.759521128044156,-100.65409610283376,147.57532504996792,-0.0002723701243139184,0.04394020472360355
0.05,De_S1_In_C_d0,De_S1_In,De,S1,In,C,870.9450678140897,38.68853726557141,-121.52018606301682,162.469893765887,-0.0001075698450649249,0.0654809397677599
0.05,De_S1_In_D_d0,De_S1_In,De,S1,In,D,1532.4663231010281,51.926855525075865,-118.02391937318444,176.03120861834202,-0.0002822200627940296,0.05983801476752539
0.05,De_S2_Ex_C_d0,De_S2_Ex,De,S2,Ex,C,1961.82568742762,57.7791003942738,-118.75392721025194,181.95913900439967,-0.00019361578318998794,0.049646140235255445
0.05,De_S2_Ex_D_d0,De_S2_Ex,De,S2,Ex,D,1067.2010875107906,62.28224842880579,-105.17985340624364,167.34707266062458,-0.0001956233722663165,0.051411031357484704
0.05,De_S2_In_C_d0,De_S2_In,De,S2,In,C,1042.144271605846,44.57117167630976,-119.83543859192534,166.77685605995177,-7.241542446498537e-05,0.04224882901325687
0.05,De_S2_In_D_d0,De_S2_In,De,S2,In,D,964.2807606458895,43.17994522389348,-119.5318316980798,164.91317994456244,-7.379373529254466e-05,0.05003705303289315
0.05,De_S3_Ex_C_d0,De_S3_Ex,De,S3,Ex,C,2058.105848098752,49.99488143171129,-129.2987976561996,183.10899234187372,-0.00015365481555975743,0.04868390739413827
0.05,De_S3_Ex_D_d0,De_S3_Ex,De,S3,Ex,D,1216.952170654889,50.34648059261187,-118.268065772966,170.49851498861096,-0.0005147523183445118,0.042930166753184194
0.05,De_S3_In_C_d0,De_S3_In,De,S3,In,C,1880.4726049072833,47.0482769011461,-129.5926029592593,180.9426818357019,-3.6773539321610776e-05,0.07406307597280216
0.05,De_S3_In_D_d0,De_S3_In,De,S3,In,D,4217.922533780504,48.309656335977365,-138.04869814161927,200.3303518858063,-3.559183593774557e-05,0.06428846505478994
0.05,De_S4_Ex_C_d0,De_S4_Ex,De,S4,Ex,C,1382.468645972067,47.67515159527926,-123.55499707083086,173.55902529395442,-0.00018173377292287046,0.04350344678576096
0.05,De_S4_Ex_D_d0,De_S4_Ex,De,S4,Ex,D,1917.5656937044969,69.39975822134653,-108.95708933172696,181.41148302564287,-0.0010113685164576962,0.03930167955634867
0.05,De_S4_In_C_d0,De_S4_In,De,S4,In,C,1337.449327680341,42.84922233445916,-130.46726732643262,172.76447021294402,-3.775960623580494e-05,0.04670652037028022
0.05,De_S4_In_D_d0,De_S4_In,De,S4,In,D,1607.3647383013647,52.933315221414645,-124.20195739407559,177.17643140245076,-2.929419992127064e-05,0.05713682592172642
0.05,De_S5_Ex_C_d0,De_S5_Ex,De,S5,Ex,C,1398.3403300959062,43.597509060903576,-129.55723481518274,173.83299201275878,-0.0001127773183682645,0.04657421022236091
0.05,De_S5_Ex_D_d0,De_S5_Ex,De,S5,Ex,D,988.6174903501648,52.71008051988136,-108.75877485918002,165.5113798261385,-0.00019786452641009378,0.046303577024002195
0.05,De_S5_In_C_d0,De_S5_In,De,S5,In,C,604.0350945885474,18.024014751298132,-132.06222324918062,153.6871751968869,-8.155590735810433e-05,0.029733228269745636
0.05,De_S5_In_D_d0,De_S5_In,De,S5,In,D,984.7792134481228,48.1897584690426,-116.31616060079605,165.41801921432074,-0.00013557726043365967,0.05698523722676496
0.05,Sc_S1_Ex_C_d0,Sc_S1_Ex,Sc,S1,Ex,C,573.1193331938492,16.960877709117632,-124.43925705996006,152.42625492971445,-0.00010972899659425546,0.050562265218538426
0.05,Sc_S1_Ex_D_d0,Sc_S1_Ex,Sc,S1,Ex,D,335.4278698996729,6.24225353725377,-127.81092290278899,139.56976657079971,-9.098459783783988e-05,0.03396344364694684
0.05,Sc_S1_In_C_d0,Sc_S1_In,Sc,S1,In,C,591.5631327314462,27.828489920224335,-122.33955546861253,153.18644186391936,-3.5382228423115994e-05,0.05367127427451253
0.05,Sc_S1_In_D_d0,Sc_S1_In,Sc,S1,In,D,644.3273273824193,28.078321931920033,-122.13793679920421,155.23696486345614,-1.0502909122927238e-07,0.04443491250483418
0.05,Sc_S2_Ex_C_d0,Sc_S2_Ex,Sc,S2,Ex,C,406.48313010197603,13.342751218638341,-130.92797093804205,144.1810182663014,-0.0001489758410327424,0.018960793734062155
0.05,Sc_S2_Ex_D_d0,Sc_S2_Ex,Sc,S2,Ex,D,190.54593630671982,7.137309145629967,-115.02360691298634,125.99743922319881,-8.064309265107226e-05,0.03591335542096149
0.05,Sc_S2_In_C_d0,Sc_S2_In,Sc,S2,In,C,424.1133014651176,32.73152581819467,-120.32057581505501,145.2000153593168,-3.5366614973421674e-05,0.03423022703728318
0.05,Sc_S2_In_D_d0,Sc_S2_In,Sc,S2,In,D,245.29562456863437,5.296576906080812,-120.06566463845444,132.05913873703508,-0.0001756282684058551,0.0328895225740522
0.05,Sc_S3_Ex_C_d0,Sc_S3_Ex,Sc,S3,Ex,C,475.88211499711343,24.131185140085172,-120.79804924537767,147.96408398376315,-0.00017564269759813244,0.04098962853785511
0.05,Sc_S3_Ex_D_d0,Sc_S3_Ex,Sc,S3,Ex,D,150.47379250456217,12.207036594132273,-106.82514807364493,120.33093438823569,-0.00010696349098341254,0.03233338845354285
0.05,Sc_S3_In_C_d0,Sc_S3_In,Sc,S3,In,C,1203.9400604508965,25.964009605503865,-121.3499772835619,170.24051618282067,-5.6295743415977075e-05,0.058178444910872804
0.05,Sc_S3_In_D_d0,Sc_S3_In,Sc,S3,In,D,1280.9304769329033,38.09158414056992,-127.63976176804158,171.72820867027554,-0.0002298752607553501,0.048799177309351356
0.05,Sc_S4_Ex_C_d0,Sc_S4_Ex,Sc,S4,Ex,C,201.50653909659178,12.494798417374707,-112.78339049609698,127.33972399085872,-2.622027854572419e-05,0.03861808183252741
0.05,Sc_S4_Ex_D_d0,Sc_S4_Ex,Sc,S4,Ex,D,335.01662643475095,36.67143946881998,-100.49887575536563,139.5403238818078,-0.00015215286246392422,0.0415802286716289
0.05,Sc_S4_In_C_d0,Sc_S4_In,Sc,S4,In,C,856.3516611796935,20.738541172128155,-131.63721857615107,162.06434666193172,-3.7097764934561365e-05,0.025741449317128143
0.05,Sc_S4_In_D_d0,Sc_S4_In,Sc,S4,In,D,343.13744724319315,17.235920923297325,-115.80507885804613,140.1151461053863,-0.00016748258521507689,0.025126522320728963
0.05,Sc_S5_Ex_C_d0,Sc_S5_Ex,Sc,S5,Ex,C,396.34460159204286,10.872831829998644,-125.73620458124414,143.57481693324553,-0.00013211430450693566,0.062436982312785036
0.05,Sc_S5_Ex_D_d0,Sc_S5_Ex,Sc,S5,Ex,D,465.5983548402262,13.733235942816886,-133.9693743448556,147.43976071181345,-6.66678790570268e-05,0.053786289391031014
0.05,Sc_S5_In_C_d0,Sc_S5_In,Sc,S5,In,C,2660.3381626440573,49.00754322079698,-141.4056700220811,189.26900454021882,-7.662223862379046e-05,0.06007804590462604
0.05,Sc_S5_In_D_d0,Sc_S5_In,Sc,S5,In,D,1175.1121113250504,50.849674820141466,-118.58947316931656,169.65885206208728,-0.0001964627057481022,0.04566521808802188
0.05,Yo_S1_Ex_C_d0,Yo_S1_Ex,Yo,S1,Ex,C,765.3211077820431,32.41294597789134,-126.32812613912303,159.36709186779305,-8.725546147322078e-05,0.038529859659498754
0.05,Yo_S1_Ex_D_d0,Yo_S1_Ex,Yo,S1,Ex,D,702.7784064381106,41.90538682694467,-114.01916914773625,157.32099913909303,-0.00017638650881502213,0.03647996668129855
0.05,Yo_S1_In_C_d0,Yo_S1_In,Yo,S1,In,C,453.87986266121766,28.619914401525676,-115.80787945334566,146.82798104002637,-8.985660967799738e-05,0.036703064179670494
0.05,Yo_S1_In_D_d0,Yo_S1_In,Yo,S1,In,D,816.0837092199748,46.402758231243,-114.21570367788661,160.90840642874505,-0.000206473193794582,0.04376271327993361
0.05,Yo_S2_Ex_C_d0,Yo_S2_Ex,Yo,S2,Ex,C,598.130253355565,25.79651794884083,-117.21400987875985,153.4514050849981,-0.0001053143804046585,0.07774514556521761
0.05,Yo_S2_Ex_D_d0,Yo_S2_Ex,Yo,S2,Ex,D,489.7956854650794,36.21617762797035,-109.19633697313625,148.65572005705312,-0.0002155730305947427,0.06335417334268174
0.05,Yo_S2_In_C_d0,Yo_S2_In,Yo,S2,In,C,488.39474461949203,24.748717253239512,-114.36307254380877,148.58697556263132,-0.00013232362167061635,0.07303201544908823
0.05,Yo_S2_In_D_d0,Yo_S2_In,Yo,S2,In,D,285.4263203508314,28.97512143210289,-106.13681136266094,135.6956141631201,-0.0001591539382372311,0.07662893914522322
0.05,Yo_S3_Ex_C_d0,Yo_S3_Ex,Yo,S3,Ex,C,665.6433859912112,37.586965933439465,-124.60881182333726,156.01809769590542,-6.282347147358132e-05,0.03374692603714308
0.05,Yo_S3_Ex_D_d0,Yo_S3_Ex,Yo,S3,Ex,D,1082.131079994613,59.48350920876588,-106.29386810376724,167.68050235415376,-0.0002927198442281641,0.04061110173498253
0.05,Yo_S3_In_D_d0,Yo_S3_In,Yo,S3,In,D,478.7494039309589,34.5371059494249,-110.51265310659207,148.10825509059006,-0.0003230966365602601,0.057004333327169
0.05,Yo_S4_Ex_C_d0,Yo_S4_Ex,Yo,S4,Ex,C,860.2877995306902,46.211980071928096,-113.45153160069036,162.17440761315856,-0.00021046267810787553,0.0577523380496369
0.05,Yo_S4_Ex_D_d0,Yo_S4_Ex,Yo,S4,Ex,D,649.9808003247513,38.60638688047668,-114.63146824694186,155.44662778779616,-0.00021836636960368598,0.03667649779104583
0.05,Yo_S4_In_C_d0,Yo_S4_In,Yo,S4,In,C,1247.758621854468,48.30021171322025,-121.70111475765387,171.0984988379347,-0.00030754178312420995,0.11353889181081717
0.05,Yo_S4_In_D_d0,Yo_S4_In,Yo,S4,In,D,645.1604308110958,35.82934073165622,-117.69066106104637,155.267976379375,-0.00034999215815838144,0.06828800584354225
0.05,Yo_S5_Ex_C_d0,Yo_S5_Ex,Yo,S5,Ex,C,2017.9317367354445,55.96028749329702,-122.39236579861132,182.6358809556915,-0.0001761305933270117,0.1612429464645437
0.05,Yo_S5_Ex_D_d0,Yo_S5_Ex,Yo,S5,Ex,D,1273.7164441877287,57.940849789046474,-110.09248888600446,171.59266176187748,-4.6218832472855926e-05,0.13952074369497364
0.05,Yo_S5_In_C_d0,Yo_S5_In,Yo,S5,In,C,1130.544100272249,44.278384837642065,-121.62550239551048,168.73090321166208,-0.00030972453273643764,0.05376876412754828
0.05,Yo_S5_In_D_d0,Yo_S5_In,Yo,S5,In,D,1195.725739663723,56.92961355901754,-110.06148155841308,170.07620624523628,-0.0004199934935969774,0.07038447325590909
